,[0:0],[0:1],[0:2],[1:0],[1:1],[1:2],[2:0],[2:1],[2:2],Move
8520,_,_,_,_,_,_,_,_,_,0
8521,Y,X,Y,Y,X,_,_,_,_,6
8522,_,_,_,_,_,_,_,_,_,0
8523,Y,_,X,_,X,_,Y,_,_,3
8524,Y,X,Y,Y,X,X,X,Y,_,8
8525,_,_,Y,_,_,_,_,_,_,0
8526,X,Y,X,X,Y,_,Y,_,_,7
8527,_,_,_,_,_,_,_,_,_,0
8528,_,_,_,_,_,_,_,_,_,0
8529,_,_,_,_,_,_,_,_,_,0
8530,_,_,_,_,_,_,_,_,_,0
8531,Y,Y,_,X,X,_,Y,_,_,2
8532,_,_,_,_,Y,_,_,_,X,2
8533,_,_,_,_,_,_,_,_,_,0
8534,Y,_,_,_,X,_,_,_,_,2
8535,X,Y,X,_,Y,Y,Y,X,_,3
8536,X,X,Y,Y,Y,X,X,Y,_,8
8537,Y,_,Y,_,X,_,X,_,_,1
8538,X,_,_,_,X,Y,Y,_,Y,1
8539,Y,_,_,_,_,_,X,_,_,4
8540,X,Y,X,X,Y,Y,Y,X,_,8
8541,Y,_,_,_,_,_,_,_,_,4
8542,_,_,_,_,Y,_,_,_,X,2
8543,_,_,_,_,_,_,_,_,_,0
8544,Y,X,Y,Y,X,X,X,Y,_,8
8545,X,Y,Y,Y,Y,_,X,X,_,5
8546,Y,_,X,_,Y,Y,X,_,X,3
8547,X,Y,X,_,Y,_,_,_,_,3
8548,Y,_,X,_,X,_,Y,_,_,3
8549,Y,Y,X,X,X,Y,Y,_,_,7
8550,Y,Y,_,X,X,Y,Y,X,_,2
8551,Y,_,_,_,_,_,X,_,_,4
8552,Y,_,_,_,X,_,Y,_,_,3
8553,X,Y,X,X,Y,Y,Y,X,_,8
8554,_,_,_,_,_,_,_,_,_,0
8555,X,Y,Y,Y,Y,X,X,_,_,7
8556,_,_,_,_,_,Y,_,_,_,0
8557,Y,Y,_,_,X,_,_,X,_,2
8558,X,_,Y,_,Y,_,_,_,_,6
8559,X,_,_,_,Y,_,_,_,_,2
8560,Y,X,Y,Y,X,X,X,Y,_,8
8561,Y,_,_,_,X,Y,_,_,_,6
8562,X,Y,X,X,Y,_,Y,_,_,7
8563,X,_,Y,_,Y,_,_,_,_,6
8564,X,X,Y,Y,Y,X,X,Y,_,8
8565,X,_,_,_,Y,_,_,_,_,2
8566,_,_,_,_,_,_,_,_,_,0
8567,X,X,Y,Y,Y,X,X,Y,_,8
8568,Y,_,X,_,Y,_,X,_,_,8
8569,_,X,_,Y,X,_,Y,_,Y,0
8570,X,Y,X,_,_,_,Y,_,Y,7
8571,Y,X,Y,Y,X,_,X,Y,_,5
8572,Y,X,Y,Y,X,X,X,Y,_,8
8573,_,_,_,_,_,_,_,_,_,0
8574,X,Y,X,_,_,Y,Y,X,Y,3
8575,X,Y,X,_,Y,_,Y,_,_,7
8576,_,_,_,_,Y,_,_,_,_,0
8577,Y,_,_,_,_,_,X,_,_,4
8578,_,_,_,_,Y,_,X,_,_,0
8579,Y,_,Y,_,X,_,_,_,_,1
8580,Y,X,Y,Y,X,_,X,Y,_,5
8581,Y,X,Y,Y,X,_,X,Y,_,5
8582,X,Y,X,X,Y,_,Y,_,_,7
8583,_,_,_,_,Y,_,_,_,_,0
8584,X,X,Y,Y,X,_,Y,_,Y,7
8585,Y,X,_,X,Y,Y,X,Y,X,2
8586,Y,X,Y,X,X,Y,X,Y,_,8
8587,X,Y,X,_,Y,Y,Y,X,X,3
8588,Y,X,X,X,Y,Y,_,Y,X,6
8589,Y,X,X,X,X,Y,Y,Y,_,8
8590,_,X,Y,Y,Y,X,X,Y,X,0
8591,Y,X,Y,X,X,Y,_,Y,_,8
8592,X,_,Y,Y,X,_,_,_,Y,7
8593,X,Y,X,_,Y,Y,Y,X,_,3
8594,X,_,_,_,Y,_,_,_,_,2
8595,X,Y,X,_,Y,Y,Y,X,_,3
8596,X,Y,_,_,Y,_,_,_,_,7
8597,Y,X,Y,_,X,Y,_,_,_,7
8598,Y,_,X,_,X,_,Y,Y,_,3
8599,Y,_,X,_,Y,_,X,_,_,8
8600,Y,_,_,_,X,_,_,_,_,2
8601,Y,_,_,_,_,_,_,_,_,4
8602,Y,X,Y,X,Y,_,_,_,X,6
8603,X,_,_,_,Y,_,_,_,_,2
8604,X,Y,X,X,Y,_,Y,_,_,7
8605,Y,_,X,X,X,Y,Y,_,_,1
8606,X,Y,X,_,Y,_,Y,_,_,7
8607,X,X,Y,Y,Y,_,X,_,_,5
8608,Y,_,_,_,_,_,_,_,_,4
8609,Y,_,_,_,X,_,_,_,_,2
8610,Y,X,X,Y,Y,_,_,_,X,5
8611,Y,Y,X,X,X,Y,Y,X,_,8
8612,Y,_,_,Y,X,_,_,_,_,6
8613,Y,X,_,_,X,_,_,Y,_,6
8614,_,_,_,_,Y,_,_,_,_,0
8615,Y,_,_,_,X,_,Y,_,_,3
8616,X,_,Y,Y,X,_,_,_,Y,7
8617,Y,X,Y,Y,X,_,_,_,_,6
8618,_,_,_,_,_,_,_,_,_,0
8619,X,Y,X,_,Y,X,Y,X,Y,3
8620,Y,_,X,_,X,_,Y,_,_,3
8621,X,Y,X,X,Y,_,Y,X,Y,5
8622,Y,X,Y,Y,X,X,X,Y,_,8
8623,X,_,_,Y,Y,_,X,_,_,1
8624,Y,X,Y,Y,X,_,X,Y,_,5
8625,X,Y,_,_,Y,_,_,_,_,7
8626,Y,X,Y,Y,X,X,X,Y,_,8
8627,Y,X,Y,Y,X,X,X,Y,_,8
8628,X,Y,X,_,Y,Y,_,X,_,3
8629,Y,_,_,X,Y,X,_,_,_,8
8630,X,Y,X,Y,Y,X,_,X,Y,6
8631,Y,_,Y,_,X,_,_,_,_,1
8632,X,_,Y,_,Y,_,_,_,_,6
8633,Y,X,Y,_,X,_,X,Y,_,5
8634,Y,_,X,_,_,_,_,_,_,4
8635,_,_,_,X,Y,_,_,_,_,0
8636,Y,_,_,_,X,_,_,_,_,2
8637,X,_,_,Y,Y,_,X,_,_,1
8638,Y,Y,X,X,X,Y,Y,X,_,8
8639,X,Y,X,Y,Y,_,Y,X,_,5
8640,_,_,_,_,Y,_,_,_,_,0
8641,Y,_,Y,_,X,_,X,_,_,1
8642,X,_,Y,_,Y,_,_,_,X,6
8643,X,Y,X,Y,Y,_,Y,X,_,5
8644,Y,X,X,X,X,Y,Y,Y,_,8
8645,Y,_,Y,_,X,_,_,_,_,1
8646,Y,Y,_,X,X,_,Y,X,_,2
8647,Y,X,Y,Y,X,X,X,Y,_,8
8648,_,_,_,_,_,_,_,_,_,0
8649,X,Y,X,_,Y,_,Y,_,_,7
8650,_,_,_,Y,_,_,_,_,_,4
8651,X,Y,X,_,Y,Y,Y,X,_,3
8652,Y,_,_,_,_,_,_,_,_,4
8653,X,_,_,Y,Y,_,X,_,_,1
8654,Y,_,_,_,X,_,_,_,_,2
8655,Y,X,Y,Y,X,_,_,_,_,6
8656,Y,_,_,Y,X,_,_,_,_,6
8657,Y,X,X,X,X,Y,Y,Y,_,8
8658,_,_,_,_,_,_,_,_,_,0
8659,Y,_,X,X,X,Y,Y,_,_,1
8660,X,_,Y,_,X,_,Y,_,Y,5
8661,_,_,_,_,_,_,_,Y,_,0
8662,X,_,Y,Y,Y,_,X,_,_,5
8663,X,Y,X,X,Y,_,Y,X,Y,5
8664,_,_,_,_,_,_,_,_,_,0
8665,Y,_,_,_,_,_,_,_,_,4
8666,X,Y,X,_,Y,_,_,_,_,3
8667,X,_,_,Y,Y,_,X,_,_,1
8668,_,Y,X,_,Y,Y,_,X,X,3
8669,_,_,_,_,_,_,_,_,_,0
8670,X,X,Y,Y,Y,_,X,_,_,5
8671,Y,_,X,X,X,Y,Y,_,_,1
8672,X,_,_,_,Y,_,_,_,_,2
8673,Y,_,Y,_,X,_,X,_,_,1
8674,_,_,_,_,_,_,_,_,_,0
8675,X,Y,X,X,Y,_,Y,_,_,7
8676,_,_,_,_,Y,_,X,_,_,0
8677,_,_,_,_,_,_,_,_,_,0
8678,X,Y,_,_,_,_,Y,_,_,4
8679,Y,X,Y,Y,X,X,X,Y,_,8
8680,X,_,_,_,Y,_,_,_,_,2
8681,Y,X,Y,_,X,Y,_,_,_,7
8682,Y,_,X,_,Y,_,X,_,_,8
8683,Y,Y,X,X,X,Y,Y,_,_,7
8684,Y,_,X,_,X,_,Y,_,_,3
8685,X,X,Y,Y,Y,_,X,_,_,5
8686,Y,X,X,X,X,Y,Y,Y,_,8
8687,X,_,_,_,Y,_,_,_,_,2
8688,X,Y,_,_,_,_,Y,_,_,4
8689,Y,_,_,X,X,Y,Y,_,_,7
8690,_,_,_,_,_,_,_,_,_,0
8691,_,_,_,_,Y,_,_,_,_,0
8692,_,_,_,_,_,_,_,_,_,0
8693,Y,Y,_,X,X,Y,Y,X,_,2
8694,_,Y,_,_,_,_,_,_,_,4
8695,X,Y,X,_,Y,Y,Y,X,_,3
8696,_,_,_,_,_,_,_,_,_,0
8697,Y,X,Y,Y,X,X,X,Y,_,8
8698,Y,X,_,_,Y,Y,X,_,X,3
8699,Y,_,_,_,_,_,_,_,_,4
8700,_,_,_,_,_,_,_,_,_,0
8701,X,Y,X,Y,Y,_,Y,X,_,5
8702,X,X,Y,Y,Y,X,X,_,Y,7
8703,X,_,Y,Y,Y,X,X,Y,_,1
8704,Y,_,_,X,X,Y,_,_,_,1
8705,Y,_,_,X,X,Y,Y,_,_,7
8706,X,Y,X,_,Y,_,_,_,_,3
8707,_,_,_,_,_,_,_,_,_,0
8708,_,_,_,_,Y,_,_,_,_,0
8709,X,X,Y,Y,Y,X,X,_,Y,7
8710,_,_,_,Y,_,_,_,_,_,4
8711,X,Y,X,_,Y,_,Y,_,_,7
8712,X,Y,Y,Y,Y,X,X,_,_,7
8713,X,Y,_,_,Y,_,Y,X,_,2
8714,Y,_,_,_,X,_,_,_,_,2
8715,X,X,Y,Y,Y,X,X,Y,_,8
8716,_,_,_,_,_,_,_,_,_,0
8717,Y,X,X,Y,Y,_,_,_,X,5
8718,Y,X,X,X,X,Y,Y,Y,_,8
8719,X,_,_,Y,Y,_,X,_,_,1
8720,X,_,Y,Y,Y,_,X,_,_,5
8721,Y,X,_,Y,X,X,_,Y,_,6
8722,Y,_,X,X,X,Y,Y,_,_,1
8723,Y,_,_,_,_,_,_,_,_,4
8724,Y,_,_,_,X,_,_,_,_,2
8725,_,_,_,_,_,_,_,_,_,0
8726,X,_,Y,Y,Y,X,X,X,Y,1
8727,_,_,X,_,Y,_,_,_,_,0
8728,X,_,_,_,Y,_,_,_,_,2
8729,_,Y,_,_,X,_,Y,_,_,0
8730,Y,_,_,_,X,_,Y,_,_,3
8731,Y,_,X,X,X,Y,Y,Y,_,8
8732,_,_,_,_,_,_,_,_,_,0
8733,Y,_,Y,_,X,_,X,_,_,1
8734,X,Y,X,_,Y,_,_,_,_,3
8735,_,_,_,_,_,_,_,_,_,0
8736,_,_,_,X,Y,_,_,_,_,0
8737,X,_,_,Y,Y,X,X,Y,_,1
8738,X,X,Y,_,Y,_,_,_,_,6
8739,Y,_,_,Y,X,_,_,_,_,6
8740,Y,X,_,X,X,Y,_,Y,_,2
8741,Y,Y,_,X,X,_,Y,_,_,2
8742,_,_,_,_,_,_,_,_,_,0
8743,Y,_,X,_,_,_,_,_,_,4
8744,Y,X,_,X,X,Y,Y,Y,_,8
8745,Y,X,Y,Y,X,_,_,_,_,6
8746,X,X,Y,Y,Y,X,X,_,Y,7
8747,_,_,_,_,_,_,_,_,_,0
8748,_,_,_,_,_,_,_,_,_,0
8749,Y,_,_,_,_,_,_,_,_,4
8750,X,Y,X,_,Y,_,_,_,_,3
8751,Y,Y,X,_,X,_,Y,_,_,3
8752,_,_,_,_,_,_,_,_,_,0
8753,Y,X,_,_,X,_,_,Y,_,6
8754,_,_,_,_,_,_,_,_,_,0
8755,Y,X,Y,X,X,Y,X,Y,_,8
8756,Y,X,Y,Y,X,_,_,_,_,6
8757,Y,X,Y,X,X,Y,_,Y,_,8
8758,X,_,_,Y,Y,_,X,_,_,1
8759,Y,_,X,_,_,_,_,_,_,4
8760,X,X,Y,Y,Y,_,X,_,_,5
8761,Y,X,_,X,X,Y,_,Y,_,2
8762,_,_,_,_,_,_,Y,_,_,0
8763,X,Y,X,_,Y,_,_,_,_,3
8764,X,Y,_,_,Y,_,_,_,_,7
8765,X,Y,_,_,X,_,Y,_,Y,5
8766,X,Y,_,Y,X,X,Y,_,Y,7
8767,Y,_,_,_,_,_,_,_,_,4
8768,Y,_,_,_,X,_,Y,_,_,3
8769,X,Y,X,_,Y,_,_,_,_,3
8770,Y,X,Y,Y,X,_,X,Y,_,5
8771,Y,X,_,_,Y,_,X,_,_,8
8772,Y,_,_,X,X,Y,Y,_,_,7
8773,_,_,_,_,_,_,_,_,_,0
8774,Y,_,_,_,X,_,_,_,_,2
8775,Y,_,_,X,_,_,_,_,_,4
8776,X,_,Y,Y,Y,X,_,_,_,6
8777,X,Y,Y,_,X,_,Y,X,Y,5
8778,_,_,_,_,Y,_,_,_,_,0
8779,X,_,_,X,Y,_,Y,_,_,2
8780,Y,_,_,_,_,_,_,_,_,4
8781,X,Y,X,Y,X,_,_,Y,Y,6
8782,Y,_,_,X,X,_,Y,Y,_,5
8783,Y,X,X,X,X,Y,Y,Y,_,8
8784,Y,X,_,X,X,Y,_,Y,_,2
8785,Y,X,Y,_,X,_,X,Y,_,5
8786,_,_,_,X,Y,_,_,_,_,0
8787,_,Y,_,_,X,_,Y,_,_,0
8788,Y,X,Y,X,Y,_,X,Y,X,5
8789,Y,Y,_,X,X,_,Y,_,_,2
8790,X,Y,_,Y,Y,X,X,X,Y,2
8791,_,_,_,Y,_,_,_,_,_,4
8792,Y,_,_,X,_,_,_,_,_,4
8793,X,Y,Y,Y,Y,X,X,_,_,7
8794,_,_,_,_,Y,_,_,_,_,0
8795,Y,_,_,_,X,_,_,_,_,2
8796,_,_,_,_,_,_,_,_,_,0
8797,X,Y,X,_,Y,_,_,_,_,3
8798,X,_,Y,_,Y,_,_,_,_,6
8799,X,Y,X,X,Y,Y,Y,X,_,8
8800,_,_,Y,_,_,_,_,_,_,0
8801,Y,_,_,X,X,Y,Y,_,_,7
8802,_,_,_,_,_,_,_,_,_,0
8803,X,_,_,_,Y,_,_,_,_,2
8804,X,X,Y,_,Y,_,_,_,_,6
8805,Y,X,_,_,X,_,_,Y,_,6
8806,Y,X,_,_,_,_,_,_,_,4
8807,_,_,_,_,_,_,_,_,_,0
8808,X,X,Y,Y,Y,X,X,Y,_,8
8809,_,_,_,_,_,_,_,_,_,0
8810,X,_,_,Y,Y,_,X,_,_,1
8811,X,X,Y,Y,Y,_,X,_,_,5
8812,Y,X,_,X,X,Y,Y,_,Y,7
8813,X,Y,X,X,Y,_,Y,_,_,7
8814,Y,_,Y,Y,X,_,X,_,_,1
8815,Y,X,Y,_,X,Y,_,_,_,7
8816,X,_,Y,Y,X,X,Y,_,Y,7
8817,Y,Y,X,_,X,_,Y,_,_,3
8818,_,Y,X,_,X,_,Y,_,Y,3
8819,_,_,_,Y,_,_,_,_,_,4
8820,Y,_,Y,_,X,_,_,_,_,1
8821,_,_,Y,_,_,_,_,_,_,0
8822,X,Y,X,_,Y,_,Y,_,_,7
8823,X,_,Y,Y,Y,_,X,_,_,5
8824,Y,X,Y,Y,X,_,X,Y,_,5
8825,Y,_,Y,_,X,_,_,_,_,1
8826,X,Y,_,_,Y,_,_,_,_,7
8827,X,_,Y,Y,Y,_,X,_,_,5
8828,_,_,_,_,Y,_,_,_,_,0
8829,X,X,Y,Y,Y,_,X,_,_,5
8830,X,_,_,_,Y,_,Y,_,_,2
8831,_,_,_,_,Y,_,_,_,_,0
8832,X,_,_,Y,Y,_,_,_,_,5
8833,Y,X,Y,_,X,_,_,Y,_,3
8834,X,Y,_,_,Y,_,_,_,_,7
8835,Y,_,_,_,X,_,_,_,_,2
8836,X,_,_,Y,Y,_,X,_,_,1
8837,_,_,Y,_,_,_,_,_,_,0
8838,Y,X,X,_,X,_,Y,Y,_,3
8839,Y,_,_,_,X,_,_,_,_,2
8840,X,_,Y,Y,_,_,_,_,_,4
8841,Y,_,_,_,X,_,_,_,_,2
8842,Y,_,_,X,X,Y,Y,_,_,7
8843,_,Y,_,_,_,_,_,_,_,4
8844,Y,_,_,_,_,_,_,_,_,4
8845,X,_,_,Y,Y,_,X,_,_,1
8846,X,_,Y,Y,Y,X,X,Y,_,1
8847,Y,X,Y,Y,X,X,X,Y,_,8
8848,_,_,Y,_,_,_,_,_,_,0
8849,Y,X,Y,X,X,Y,X,Y,_,8
8850,_,_,_,_,_,_,_,_,_,0
8851,Y,Y,_,X,X,_,Y,X,_,2
8852,_,X,_,_,Y,_,_,_,_,0
8853,_,_,_,_,Y,_,_,_,_,0
8854,Y,X,_,X,Y,Y,X,Y,X,2
8855,Y,_,Y,Y,X,_,X,_,_,1
8856,Y,X,Y,X,Y,_,X,Y,X,5
8857,X,Y,X,Y,Y,_,Y,X,_,5
8858,Y,_,_,_,X,_,_,_,_,2
8859,_,_,_,Y,_,_,_,_,_,4
8860,Y,X,Y,_,X,_,X,Y,_,5
8861,Y,Y,_,X,X,_,Y,X,_,2
8862,X,Y,_,_,Y,_,_,_,_,7
8863,Y,_,Y,Y,X,_,X,_,_,1
8864,Y,_,_,_,X,_,_,_,_,2
8865,X,X,Y,Y,Y,X,X,_,Y,7
8866,Y,X,Y,X,X,Y,X,Y,_,8
8867,_,_,_,_,X,_,Y,_,Y,3
8868,Y,_,_,_,X,_,_,_,_,2
8869,Y,Y,_,X,X,Y,_,X,_,2
8870,Y,_,Y,_,X,_,X,_,_,1
8871,_,_,_,_,Y,_,_,_,_,0
8872,Y,_,_,_,_,_,_,_,_,4
8873,_,_,_,_,Y,_,X,_,_,0
8874,X,Y,X,X,Y,Y,Y,X,_,8
8875,Y,Y,X,X,X,Y,Y,X,_,8
8876,Y,_,X,_,_,_,_,_,_,4
8877,X,_,_,_,Y,_,_,_,_,2
8878,_,_,_,_,_,_,_,_,_,0
8879,Y,_,_,X,X,Y,_,_,_,1
8880,X,Y,Y,Y,Y,X,X,_,_,7
8881,Y,_,_,_,X,_,_,_,_,2
8882,X,_,Y,Y,Y,_,X,_,_,5
8883,X,Y,X,_,Y,_,_,_,_,3
8884,Y,_,Y,Y,X,_,X,_,_,1
8885,Y,_,_,X,X,Y,Y,_,_,7
8886,Y,_,X,X,X,Y,Y,_,_,1
8887,X,Y,X,X,Y,_,Y,X,Y,5
8888,Y,_,X,_,Y,_,X,Y,X,1
8889,Y,_,_,_,_,_,_,_,_,4
8890,Y,Y,_,X,X,_,Y,_,X,2
8891,Y,X,Y,Y,X,X,X,Y,_,8
8892,_,_,_,_,_,_,_,_,_,0
8893,X,Y,X,Y,Y,_,Y,X,_,5
8894,_,_,_,_,_,_,_,_,_,0
8895,Y,_,_,_,_,_,X,_,Y,4
8896,X,_,Y,Y,Y,_,X,_,_,5
8897,X,_,_,Y,Y,_,X,_,_,1
8898,X,Y,X,X,Y,Y,Y,X,_,8
8899,Y,_,_,_,X,_,Y,_,_,3
8900,Y,X,Y,Y,X,_,X,Y,_,5
8901,X,X,Y,Y,Y,X,X,Y,_,8
8902,Y,_,Y,_,_,_,X,_,X,1
8903,_,_,_,_,_,_,_,_,_,0
8904,Y,_,_,_,_,_,X,_,_,4
8905,_,_,_,Y,_,_,_,_,_,4
8906,X,_,Y,Y,Y,_,X,_,_,5
8907,_,_,_,_,_,_,_,_,_,0
8908,X,Y,X,X,Y,_,Y,_,_,7
8909,_,Y,_,_,X,Y,_,_,_,0
8910,X,_,_,Y,Y,_,X,_,_,1
8911,X,_,Y,_,_,_,_,Y,_,4
8912,_,_,_,_,_,_,_,_,_,0
8913,Y,_,_,Y,X,_,_,_,_,6
8914,_,_,_,_,_,_,_,_,_,0
8915,Y,_,X,X,X,Y,Y,Y,_,8
8916,Y,X,_,_,X,_,_,Y,_,6
8917,Y,_,_,_,X,_,_,_,_,2
8918,Y,X,X,X,X,Y,Y,Y,_,8
8919,X,_,Y,Y,Y,X,X,Y,_,1
8920,_,_,_,_,_,_,_,_,_,0
8921,_,_,_,_,_,_,_,_,_,0
8922,Y,_,_,_,X,_,_,_,_,2
8923,Y,_,_,X,_,_,_,_,_,4
8924,Y,X,Y,_,Y,X,X,Y,X,3
8925,X,_,Y,Y,Y,_,X,_,_,5
8926,Y,_,_,_,X,_,_,_,_,2
8927,X,Y,X,_,Y,_,_,_,_,3
8928,X,_,_,Y,Y,_,_,_,_,5
8929,Y,_,_,_,_,_,X,_,_,4
8930,_,_,Y,_,_,_,_,_,_,0
8931,Y,X,Y,_,X,_,X,Y,_,5
8932,Y,Y,X,X,X,Y,Y,_,_,7
8933,_,_,_,_,_,_,_,_,_,0
8934,Y,_,_,_,_,_,X,_,_,4
8935,Y,_,Y,_,X,_,_,_,_,1
8936,Y,_,_,_,X,_,_,_,_,2
8937,Y,X,Y,_,X,_,X,Y,_,5
8938,Y,_,Y,_,X,_,X,_,_,1
8939,Y,X,Y,X,X,Y,Y,_,_,7
8940,Y,X,Y,_,X,_,X,Y,_,5
8941,_,_,_,_,Y,_,_,_,_,0
8942,Y,Y,_,X,Y,_,X,_,X,2
8943,X,X,Y,_,Y,_,_,Y,_,6
8944,Y,_,_,_,X,_,_,_,_,2
8945,_,_,_,_,_,_,_,_,_,0
8946,_,_,_,_,_,_,_,_,_,0
8947,_,_,_,_,_,_,_,_,_,0
8948,_,_,_,_,_,_,_,_,_,0
8949,Y,_,_,_,X,_,Y,_,_,3
8950,X,Y,X,X,Y,_,Y,X,Y,5
8951,_,_,_,_,Y,_,X,_,_,0
8952,X,Y,X,X,Y,_,Y,_,_,7
8953,X,_,Y,Y,Y,X,X,X,Y,1
8954,_,_,_,_,_,_,_,_,_,0
8955,Y,_,X,_,X,_,Y,_,_,3
8956,Y,_,Y,Y,X,_,X,_,_,1
8957,X,Y,X,_,Y,_,Y,_,_,7
8958,_,Y,_,_,_,_,_,_,_,4
8959,Y,_,Y,_,X,_,_,_,_,1
8960,Y,X,Y,Y,X,_,X,Y,_,5
8961,Y,Y,X,_,X,_,Y,_,_,3
8962,_,_,_,_,_,_,Y,_,_,0
8963,_,_,_,_,_,_,_,_,_,0
8964,X,Y,Y,Y,Y,X,X,_,_,7
8965,Y,X,Y,Y,X,_,X,Y,_,5
8966,_,_,_,_,_,_,_,_,_,0
8967,X,_,Y,_,_,_,Y,_,_,4
8968,X,Y,X,Y,Y,_,_,X,_,5
8969,Y,_,_,_,X,_,_,_,_,2
8970,Y,_,_,_,X,_,Y,_,_,3
8971,X,X,Y,_,Y,_,_,_,_,6
8972,Y,_,_,_,X,_,_,_,_,2
8973,_,_,_,_,_,_,_,_,_,0
8974,Y,_,_,_,_,_,_,_,_,4
8975,Y,Y,X,X,X,Y,Y,X,_,8
8976,X,Y,Y,Y,Y,X,_,X,_,6
8977,X,_,_,_,Y,Y,_,_,_,3
8978,_,_,_,X,Y,_,_,_,_,0
8979,_,Y,X,X,Y,Y,Y,X,X,0
8980,X,Y,X,_,Y,_,_,_,_,3
8981,Y,Y,X,X,X,Y,Y,X,_,8
8982,X,Y,X,_,Y,_,_,_,_,3
8983,Y,Y,X,X,X,Y,Y,_,_,7
8984,X,Y,X,X,Y,Y,Y,X,_,8
8985,Y,Y,X,_,X,_,Y,X,_,3
8986,X,_,Y,Y,Y,_,X,_,_,5
8987,Y,Y,X,_,X,_,Y,_,_,3
8988,Y,X,_,_,Y,_,X,_,_,8
8989,X,Y,X,_,Y,X,Y,_,_,7
8990,Y,_,Y,Y,X,_,X,_,_,1
8991,X,Y,X,_,Y,_,Y,_,_,7
8992,_,X,_,_,Y,_,_,_,_,0
8993,Y,_,_,_,_,_,_,_,_,4
8994,X,_,_,Y,Y,_,_,_,_,5
8995,Y,Y,X,_,X,_,Y,_,_,3
8996,X,Y,X,X,Y,Y,Y,X,_,8
8997,_,_,_,_,_,_,_,_,_,0
8998,X,_,_,Y,Y,_,X,_,_,1
8999,_,_,_,_,_,_,_,_,_,0
9000,X,_,Y,Y,Y,X,X,Y,_,1
9001,Y,_,_,_,X,_,Y,_,_,3
9002,_,_,_,_,_,_,_,_,_,0
9003,Y,_,X,X,X,Y,Y,_,_,1
9004,X,Y,_,_,_,_,_,_,Y,6
9005,Y,Y,_,_,X,_,_,_,_,2
9006,_,_,_,_,Y,_,_,_,X,2
9007,Y,X,Y,Y,_,X,X,Y,X,4
9008,_,_,_,_,_,_,_,_,Y,0
9009,_,_,Y,_,_,_,_,_,_,0
9010,_,X,_,_,Y,_,_,_,_,0
9011,Y,X,X,X,X,Y,Y,Y,_,8
9012,Y,_,X,X,Y,_,_,Y,X,1
9013,X,Y,X,X,Y,_,Y,_,Y,7
9014,X,Y,_,Y,Y,_,_,X,_,5
9015,X,X,Y,Y,Y,_,X,_,_,5
9016,X,_,Y,Y,Y,_,X,_,_,5
9017,Y,X,Y,Y,X,_,X,Y,_,5
9018,Y,X,Y,Y,X,X,_,Y,_,6
9019,Y,_,_,_,X,_,Y,X,_,3
9020,Y,_,_,X,X,Y,_,_,_,1
9021,_,_,_,_,_,_,_,_,_,0
9022,X,Y,X,Y,Y,_,_,X,_,5
9023,Y,_,X,_,Y,_,X,Y,X,1
9024,_,_,_,_,_,_,_,_,_,0
9025,Y,_,X,_,X,_,Y,_,_,3
9026,Y,Y,_,X,X,_,Y,_,_,2
9027,X,X,Y,Y,Y,X,X,_,Y,7
9028,X,Y,_,Y,Y,X,Y,X,_,2
9029,Y,_,_,Y,X,_,_,_,_,6
9030,Y,X,Y,X,X,Y,_,Y,_,8
9031,_,X,_,_,Y,_,_,_,_,0
9032,X,_,_,_,Y,_,_,_,_,2
9033,Y,_,X,X,Y,_,_,_,_,8
9034,X,_,Y,Y,Y,_,X,_,_,5
9035,X,_,Y,Y,X,_,_,_,Y,7
9036,Y,_,X,_,X,_,Y,_,_,3
9037,Y,_,Y,_,X,Y,X,_,_,1
9038,_,_,Y,_,X,_,Y,_,_,0
9039,X,_,_,Y,Y,_,X,_,_,1
9040,Y,_,X,_,X,_,Y,_,_,3
9041,X,Y,X,X,Y,Y,Y,X,_,8
9042,Y,_,Y,Y,X,X,X,_,_,1
9043,Y,_,_,_,X,_,Y,_,_,3
9044,Y,X,_,X,Y,_,_,_,_,8
9045,Y,_,X,_,X,_,Y,_,Y,3
9046,X,_,_,_,Y,_,_,_,_,2
9047,X,_,Y,Y,Y,_,X,_,_,5
9048,Y,Y,X,X,X,Y,Y,X,_,8
9049,_,_,_,Y,X,_,Y,_,_,0
9050,Y,X,Y,Y,X,X,_,_,_,6
9051,_,X,Y,Y,Y,X,X,Y,X,0
9052,Y,_,_,_,X,_,_,_,_,2
9053,Y,_,_,_,_,_,_,_,_,4
9054,X,Y,Y,_,X,_,_,_,Y,3
9055,_,_,_,_,_,_,_,_,_,0
9056,Y,_,_,_,_,_,_,_,_,4
9057,X,_,_,Y,Y,_,X,_,_,1
9058,Y,_,_,_,X,_,_,_,_,2
9059,Y,Y,X,X,X,Y,Y,_,_,7
9060,_,X,Y,Y,X,X,_,Y,Y,6
9061,Y,Y,X,_,X,_,Y,_,_,3
9062,X,Y,X,_,Y,_,_,_,_,3
9063,Y,_,_,_,X,_,_,_,_,2
9064,X,_,_,_,Y,_,_,_,_,2
9065,_,Y,_,_,_,_,_,_,_,4
9066,X,_,_,Y,Y,_,_,_,_,5
9067,X,Y,_,Y,Y,_,_,X,_,5
9068,_,Y,Y,_,X,_,_,_,_,0
9069,Y,Y,X,_,X,_,Y,_,_,3
9070,X,Y,_,Y,Y,X,X,X,Y,2
9071,Y,_,_,_,X,_,Y,_,_,3
